# index Xpos Ypos 8 8again 0 star_template_index 0again magnitude 0again2 1 0again3 0again4 mag_again RA DEC 
5.600000000000000000e+01 7.961519491329242555e+03 5.652008152292518389e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.350000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.350000000000000000e+01 2.177854277776293881e-02 -9.234691651614450325e-02
5.700000000000000000e+01 9.866830382523150547e+03 8.847939878895043876e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.400000000000000000e+01 -3.643931845274412523e-02 5.306552907821566155e-03
5.800000000000000000e+01 2.425274058441421857e+03 5.060363032589459181e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.450000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.450000000000000000e+01 1.909419240015221286e-01 -1.104249618404046368e-01
5.900000000000000000e+01 1.986929762286729556e+03 1.699571494274670840e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 2.043374349782146882e-01 2.542663465255113331e-01
6.000000000000000000e+01 1.159581668796315353e+04 3.837868520674721822e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 -8.926975233710229829e-02 -1.477789608155771761e-01
6.100000000000000000e+01 8.172832200200670741e+03 6.404087233288269090e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+01 1.532174850335867554e-02 -6.936672237460766999e-02
6.200000000000000000e+01 9.806022191488324097e+03 7.448958563008653982e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+01 -3.458129762018145870e-02 -3.744009841092923313e-02
6.300000000000000000e+01 1.327161461603198768e+04 2.169678425756225352e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 -1.404752372691978890e-01 -1.987514359380867790e-01
6.400000000000000000e+01 1.101143727356192539e+04 6.641452489881766269e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 -7.141345970938893506e-02 -6.211389508980635910e-02
6.500000000000000000e+01 9.603795343855606916e+03 1.486302866557820198e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 -2.840229125039995736e-02 1.891009325009180564e-01
6.600000000000000000e+01 9.701428774687094119e+03 2.435058693743062577e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 -3.138555401692506852e-02 -1.906425944162667696e-01
6.700000000000000000e+01 5.273090965936409702e+03 1.013192919640296896e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 1.039249730552973122e-01 4.453955983167483257e-02
6.800000000000000000e+01 5.346444896242435334e+02 7.054561366441176688e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 2.487108989930149061e-01 -4.949112386160215565e-02
6.900000000000000000e+01 7.576409859733385929e+03 2.958563512833873574e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 3.354590907515552639e-02 -1.746466138329364204e-01
7.000000000000000000e+01 3.722731155164790380e+03 2.140144639730078495e+02 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 1.512985869327828081e-01 -2.585078347703517743e-01
